Source_File,DUNS,Company_Name,Company_URL_Name,Sales_Revenue,Is_Unincorporated,Street_Address,City,State_Province,State_Abbreviation,Postal_Code,Country,Country_Code,Formatted_City,Formatted_Region,Company_URL,Latitude,Longitude,Num Matches,All Matches
input1.json,8ac7cfe0bcf1a32663a18706381b85ea,AS R MULTIMETALS PRIVATE LIMITED,as_r_multimetals_private_limited,,FALSE,"Survey No. 394/2, 398, 399 & 400",Kutch,Gujarat,GJ,370201,India,IN,Kutch,Gujarat,as_r_multimetals_private_limited.8ac7cfe0bcf1a32663a18706381b85ea,23.3090569,70.4709914,1,"Chhadavada, Gujarat 370150, India"
input1.json,cb4dc7dad0233831d434ee2bc9ffeb77,CONSEP ENGINEERING,consep_engineering,,FALSE,"PLOT NO 39, NA, REVENUE SURVEY NO 224, BHIMASAR, ANJAR",Kutch,Gujarat,GJ,370110,India,IN,Kutch,Gujarat,consep_engineering.cb4dc7dad0233831d434ee2bc9ffeb77,22.6708317,71.5723953,1,"Gujarat, India"
input1.json,442002f4031790bf677ad35f4564d797,ORIENTAL CARBON & CHEMICALS LIMITED,oriental_carbon__chemicals_limited,46.52,FALSE,"14th Floor, Tower-B, World Trade Tower",Noida,Uttar Pradesh,UP,201301,India,IN,Noida,Uttar&nbsp;Pradesh,oriental_carbon__chemicals_limited.442002f4031790bf677ad35f4564d797,27.5705886,80.0981869,1,"Uttar Pradesh, India"
input1.json,9693be264c6f6ba36cd4e91cbda6e060,SHREE ARIHANT TRADELINKS INDIA PRIVATE LIMITED,shree_arihant_tradelinks_india_private_limited,,FALSE,"202, II Floor Aum Corner",Kutch,Gujarat,GJ,370201,India,IN,Kutch,Gujarat,shree_arihant_tradelinks_india_private_limited.9693be264c6f6ba36cd4e91cbda6e060,23.2672183,70.281033,1,"778J+VCM, Chopadva, Gujarat 370140, India"
input1.json,1e5c65cc06a7cd53b4c0aa762c184f51,ANKUR CHEMFOOD LIMITED,ankur_chemfood_limited,,FALSE,"Office No. 1, 1st Floor, Plot No. 258 Ward 12b Gandhidham",Kutch,Gujarat,GJ,370201,India,IN,Kutch,Gujarat,ankur_chemfood_limited.1e5c65cc06a7cd53b4c0aa762c184f51,23.2447593,70.2887845,2,"Survey No : 369, N.H. 8A Village, Chopadva, Bhachau, Chirai Moti, Gujarat 370140, India; No 12B, Rabindranath Tagore Rd, Ward 2A, Adipur, Gandhidham, Gujarat 370201, India"
input1.json,d8bf20de3d3ec99c07bf91c7aee0feb7,RUDRAKSH DETERGENT AND CHEMICALS PRIVATE LIMITED,rudraksh_detergent_and_chemicals_private_limited,,FALSE,Survey No.157,Kutch,Gujarat,GJ,370201,India,IN,Kutch,Gujarat,rudraksh_detergent_and_chemicals_private_limited.d8bf20de3d3ec99c07bf91c7aee0feb7,22.6708317,71.5723953,1,"Gujarat, India"
input1.json,287a678e817a79502642f3f194967669,WELSPUN DI PIPES LIMITED,welspun_di_pipes_limited,,FALSE,"5th Floor, Welspun House, Kamala Mills Compound",Mumbai,Maharashtra,MH,400013,India,IN,Mumbai,Maharashtra,welspun_di_pipes_limited.287a678e817a79502642f3f194967669,19.7514798,75.7138884,1,"Maharashtra, India"
input1.json,7f6e32cd527e6815815ca3fee55032d7,WELSPUN TRADINGS LIMITED,welspun_tradings_limited,,FALSE,7th Floor Welspun House,Mumbai,Maharashtra,MH,400013,India,IN,Mumbai,Maharashtra,welspun_tradings_limited.7f6e32cd527e6815815ca3fee55032d7,19.7514798,75.7138884,1,"Maharashtra, India"
input1.json,f8b8bc6c6a173e0cfcc58484d4494259,KUTCH DISTRICT CO OP MILK PRODUCERS UNION LTD,kutch_district_co_op_milk_producers_union_ltd,,FALSE,"Apmc Premises, Nr Varsaedi Railway Crossing,",Kutch,Gujarat,GJ,370110,India,IN,Kutch,Gujarat,kutch_district_co_op_milk_producers_union_ltd.f8b8bc6c6a173e0cfcc58484d4494259,23.7337326,69.8597406,1,"Kachchh, Gujarat, India"
input1.json,4ca77494c6ba40bea2a6f922fb713517,BHUJ POLYMERS PRIVATE LIMITED,bhuj_polymers_private_limited,,FALSE,"Survey No. 339/1, Paiki 1, Samaghogha, Taluka Mundra,",Kutch,Gujarat,GJ,370415,India,IN,Kutch,Gujarat,bhuj_polymers_private_limited.4ca77494c6ba40bea2a6f922fb713517,22.8968907,69.6677563,1,"Taluka, Survey No. 339/1, Paiki 1, Village, Samaghogha Road, Mundra, Gujarat 370415, India"
input1.json,b8d5af2fbf8d59093c8ccbfa01d5dc32,RIVERGROW VYAPAAR PRIVATE LIMITED,rivergrow_vyapaar_private_limited,,FALSE,"Office No. 207, Plot No. 302",Kutch,Gujarat,GJ,370201,India,IN,Kutch,Gujarat,rivergrow_vyapaar_private_limited.b8d5af2fbf8d59093c8ccbfa01d5dc32,22.6708317,71.5723953,1,"Gujarat, India"
input1.json,23e545117aa174866f5833102ad8bb00,AHLSTROM FIBERCOMPOSITES INDIA PRIVATE LIMITED,ahlstrom_fibercomposites_india_private_limited,,FALSE,"Plot No. 07, Survey No. 141",Kutch,Gujarat,GJ,370421,India,IN,Kutch,Gujarat,ahlstrom_fibercomposites_india_private_limited.23e545117aa174866f5833102ad8bb00,22.6708317,71.5723953,1,"Gujarat, India"
input1.json,450f79363e8746fa72da2d57233b7065,WOCO TECH POLYMERE KANDLA LIMITED,woco_tech_polymere_kandla_limited,,FALSE,"Plot No. 341-344, Sector-IV,",Kutch,Gujarat,GJ,370230,India,IN,Kutch,Gujarat,woco_tech_polymere_kandla_limited.450f79363e8746fa72da2d57233b7065,23.0327447,70.1186012,1,"Woco Motherson Advance Rubber Technologies Ltd, Shinai, Gandhidham, Gujarat 370203, India"
input1.json,90412f3d012b777150b9d510f5ad916a,SHREE ASHAPURA ENTERPRISE,shree_ashapura_enterprise,,FALSE,NEAR BUS STATIONVILL. BHORARA,Kutch,Gujarat,GJ,370110,India,IN,Kutch,Gujarat,shree_ashapura_enterprise.90412f3d012b777150b9d510f5ad916a,22.4824661,70.0483271,1,"C-41, Saru Section Rd, M. P. Shah, Industrial Area, Police Line, Jamnagar, Gujarat 361002, India"
input1.json,f4fb400cdb0064979ff9c436874e82e9,K H MITHANI,k_h_mithani,,FALSE,"M\2, Golden Arcade, Dharab, Zero Point, Mundra",Kutch,Gujarat,GJ,370421,India,IN,Kutch,Gujarat,k_h_mithani.f4fb400cdb0064979ff9c436874e82e9,22.6708317,71.5723953,2,"Gujarat, India; Mithani, West Bengal, India"
input1.json,ff3364472713a1cb0c9a09d395505aab,ANJAR TMT STEEL PRIVATE LIMITED,anjar_tmt_steel_private_limited,,FALSE,"S. N. 650, Village Versamedi,",Kutch,Gujarat,GJ,370110,India,IN,Kutch,Gujarat,anjar_tmt_steel_private_limited.ff3364472713a1cb0c9a09d395505aab,23.1127825,70.084867,1,"Anjar, Gujarat 370110, India"
input1.json,17e94a2835a13974253f78dca0b9fdfa,AHIR SALT AND ALLIED PRODUCTS PRIVATE LIMITED,ahir_salt_and_allied_products_private_limited,,FALSE,"BBZ-S60, Zanda Chowk",Kutch,Gujarat,GJ,370201,India,IN,Kutch,Gujarat,ahir_salt_and_allied_products_private_limited.17e94a2835a13974253f78dca0b9fdfa,23.036663,70.2091469,1,"26P5+MM6, Kandla, Gujarat 370210, India"
input1.json,14d2489a1ca56b5b3b003a7b41646af3,JAGAT AGRO FOODS PRIVATE LIMITED,jagat_agro_foods_private_limited,,FALSE,"P-47, Sec-9, Shop-11 Gim Village, Ta Gandhidham",Kutch,Gujarat,GJ,370240,India,IN,Kutch,Gujarat,jagat_agro_foods_private_limited.14d2489a1ca56b5b3b003a7b41646af3,22.6708317,71.5723953,1,"Gujarat, India"
input1.json,29d9d13e2044fbc749c24db99cd42ec8,HKC FOODS LLP,hkc_foods_llp,,FALSE,PLOT NO ONE TO SIX-S NO SIX THREE SIX,Kutch,Gujarat,GJ,370001,India,IN,Kutch,Gujarat,hkc_foods_llp.29d9d13e2044fbc749c24db99cd42ec8,22.6708317,71.5723953,1,"Gujarat, India"
input1.json,c1cc205237d7dae3e22a805f4b52ce11,NAVKAAR ISPAT LIMITED,navkaar_ispat_limited,,FALSE,"3rd Floor, Bokadia Mansion",Mumbai,Maharashtra,MH,400018,India,IN,Mumbai,Maharashtra,navkaar_ispat_limited.c1cc205237d7dae3e22a805f4b52ce11,19.7514798,75.7138884,1,"Maharashtra, India"
input1.json,d3bba772cfcf7961f40f2af056a92acb,JALARAM MINERALS,jalaram_minerals,,FALSE,PLOT NO 6,Kutch,Gujarat,GJ,370001,India,IN,Kutch,Gujarat,jalaram_minerals.d3bba772cfcf7961f40f2af056a92acb,22.678194,73.5602145,1,"MHH6+73G, Unnamed Road, Vejalpur, Gujarat 389340, India"
input1.json,41b4b8f646bcaa19e0381ed0934e4a34,SHREE CHEMFOOD PRIVATE LIMITED,shree_chemfood_private_limited,,FALSE,"104, Rishi Corner Building, Plot No. 20",Kutch,Gujarat,GJ,370201,India,IN,Kutch,Gujarat,shree_chemfood_private_limited.41b4b8f646bcaa19e0381ed0934e4a34,23.0687319,70.1329258,1,"Plot no.164, Sector 1A, Gandhidham, Gujarat 370201, India"
input1.json,70626d365e05b4580291d98c61db7850,SHIV ENTERPRISE,shiv_enterprise,,FALSE,"PLOT NO. 21, HARSHA NAGAR,BAROI ROAD, NEAR PITRODA FURNITURE,",Kutch,Gujarat,GJ,370421,India,IN,Kutch,Gujarat,shiv_enterprise.70626d365e05b4580291d98c61db7850,23.0226518,72.6750057,1,"14, Arihant Estate, B/h, Sabari Hotel, Nr, Girnar Scooter Compound, Odhav Rd, G V M M, Odhav Industrial Estate, Odhav, Ahmedabad, Gujarat 382415, India"
input1.json,f50539ef7cd09bb4cc6eb8488e5690ab,GANESH METCOKE,ganesh_metcoke,,FALSE,"Opp Euro Ceramics Limited, Survey No 644/1, Bhachau Sikra Road",Kutch,Gujarat,GJ,370140,India,IN,Kutch,Gujarat,ganesh_metcoke.f50539ef7cd09bb4cc6eb8488e5690ab,22.6708317,71.5723953,1,"Gujarat, India"
input1.json,d3183fd23615f514ff166086bed30815,RIO CLAYS PRIVATE LIMITED,rio_clays_private_limited,,FALSE,"Survey No.-43/p2, Tal.-bhuj, Vadvara",Kutch,Gujarat,GJ,370001,India,IN,Kutch,Gujarat,rio_clays_private_limited.d3183fd23615f514ff166086bed30815,23.2419538,69.6669916,1,"Survey No 43/P2, Village Vadvara, Taluka, Vijay Nagar, Bhuj, Gujarat 370020, India"
input1.json,da63dabe32a0cd9a35604db0bb728d7c,PEGASUS PANELS PRIVATE LIMITED,pegasus_panels_private_limited,,FALSE,"Survey No. 354, P1 & P2,",Kutch,Gujarat,GJ,370140,India,IN,Kutch,Gujarat,pegasus_panels_private_limited.da63dabe32a0cd9a35604db0bb728d7c,23.0634857,70.1387227,1,"office no.4 Pegasus, plants Pvt. Ltd, golden heights, Sector 8, Gandhidham, Gujarat 370201, India"
input1.json,3cee543e865e990d54e540803244754f,SKAPS ADVANCED COMPOSITES PRIVATE LIMITED,skaps_advanced_composites_private_limited,,FALSE,"Survey No. 141, (Paiki) Mundra SEZ Textile & Apparel Park,",Kutch,Gujarat,GJ,370421,India,IN,Kutch,Gujarat,skaps_advanced_composites_private_limited.3cee543e865e990d54e540803244754f,22.8014867,69.7036611,1,"RP23+HFV, Mundra, Gujarat, India"
input1.json,6ed9eeff09f886cf0bb57de40e093641,MUSHKAN SHIPPING PRIVATE LIMITED,mushkan_shipping_private_limited,,FALSE,GOVINDGAR MATH AZAD 942 9825227722 MANDVI KUTCH,Kutch,Gujarat,GJ,370465,India,IN,Kutch,Gujarat,mushkan_shipping_private_limited.6ed9eeff09f886cf0bb57de40e093641,22.6708317,71.5723953,1,"Gujarat, India"
input1.json,0f461ec9915e0548e334ec6ddad46970,JAISU DREDGING AND SHIPPING LIMITED,jaisu_dredging_and_shipping_limited,,FALSE,"7, Maitri Society",Kutch,Gujarat,GJ,370205,India,IN,Kutch,Gujarat,jaisu_dredging_and_shipping_limited.0f461ec9915e0548e334ec6ddad46970,22.6708317,71.5723953,1,"Gujarat, India"
input1.json,6214b1ed12cb351559c0c2efbce4ca36,MURLIDHAR MINERALS,murlidhar_minerals,,FALSE,"1, NADAPA",Kutch,Gujarat,GJ,370020,India,IN,Kutch,Gujarat,murlidhar_minerals.6214b1ed12cb351559c0c2efbce4ca36,23.4679489,70.3826168,2,"Kakarva, Gujarat 370140, India; VRPP+5JW, Juna Sadulka, Gujarat 363641, India"
input1.json,efcb0cdf7249dad2c741d186e04a8ab8,ANGEL ENTERPRISE,angel_enterprise,,FALSE,"GEETA CHAMBERS, 12, BHUJ MADHAPAR HIGHWAY",Kutch,Gujarat,GJ,370001,India,IN,Kutch,Gujarat,angel_enterprise.efcb0cdf7249dad2c741d186e04a8ab8,21.2248542,72.8179441,1,"Basement Plot No-c, 45, Get Directions Road, Radhe Shyam Society, Singanpor, Surat, Gujarat 395004, India"
input1.json,5074aadb441c4800a28e5f4b06830007,KIRAN MINECHEM INDUSTRY,kiran_minechem_industry,,FALSE,"GEETA CHAMBERS, 11, BHUJ MADHAPAR HIGHWAY",Kutch,Gujarat,GJ,370001,India,IN,Kutch,Gujarat,kiran_minechem_industry.5074aadb441c4800a28e5f4b06830007,23.2486321,69.6999062,1,"6MXX+FX2, NH341, Industrial Development Corporation, Bhuj, Gujarat 370020, India"
input1.json,bfe96607780d9d4e6ca02d4ecfa6e2c1,WISHVAS SALES AGENCY,wishvas_sales_agency,,FALSE,"L S No 155, Padhar, Padhar",Kutch,Gujarat,GJ,370105,India,IN,Kutch,Gujarat,wishvas_sales_agency.bfe96607780d9d4e6ca02d4ecfa6e2c1,22.6708317,71.5723953,1,"Gujarat, India"
input1.json,54dfb40483be3a38077030c5295f0901,KRISHNA JEWELLERS,krishna_jewellers,,FALSE,"1, GHEE WALI SHERI, Kachchh, WHITE BUILDING",Kutch,Gujarat,GJ,370001,India,IN,Kutch,Gujarat,krishna_jewellers.54dfb40483be3a38077030c5295f0901,22.6708317,71.5723953,1,"Gujarat, India"
input1.json,e3c02e6c197d67cb84932d4fc7017899,BH GLOBAL,bh_global,,FALSE,"SF 5, SECOND FLOOR, CORPORATE PARK, SECTOR 8 GANDHIDHAM",Kutch,Gujarat,GJ,370201,India,IN,Kutch,Gujarat,bh_global.e3c02e6c197d67cb84932d4fc7017899,22.6708317,71.5723953,1,"Gujarat, India"
input1.json,ed2475ca9cfbf6bc36f88306b7cc7931,KESARI OIL INDUSTRIES PRIVATE LIMITED,kesari_oil_industries_private_limited,,FALSE,"Plot No. 204-205, Gidc Village-mithirohar Mithi Rohar Anjar",Kutch,Gujarat,GJ,370240,India,IN,Kutch,Gujarat,kesari_oil_industries_private_limited.ed2475ca9cfbf6bc36f88306b7cc7931,22.6708317,71.5723953,1,"Gujarat, India"
input1.json,53112771f279ff3d424214f1b85947e8,SHREE VISHWAS MINERALS,shree_vishwas_minerals,,FALSE,"R.S.NO.155/P1, VILLAGE PADHAR, PADHAR",Kutch,Gujarat,GJ,370105,India,IN,Kutch,Gujarat,shree_vishwas_minerals.53112771f279ff3d424214f1b85947e8,22.6708317,71.5723953,1,"Gujarat, India"
input1.json,de54b1cd2212f0e1277b2aaa07dddeef,SHREE RAM ALUMINA PRODUCTS,shree_ram_alumina_products,,FALSE,C/O SHREE RAM MINERALS,Kutch,Gujarat,GJ,370020,India,IN,Kutch,Gujarat,shree_ram_alumina_products.de54b1cd2212f0e1277b2aaa07dddeef,23.2876152,69.9133541,1,"Survey No.382/2, Tal, Nadapa, bhuj, Gujarat 370020, India"
input1.json,bfc1f11569ff45a18a0c69638d2790b2,KUSH SYNTHETICS PRIVATE LIMITED,kush_synthetics_private_limited,,FALSE,"Survey No. 146, 147, N H 8 A,",Kutch,Gujarat,GJ,370140,India,IN,Kutch,Gujarat,kush_synthetics_private_limited.bfc1f11569ff45a18a0c69638d2790b2,23.234691,70.276487,1,"67MG+VHH, Chirai Moti, Gujarat 370140, India"
input1.json,2ed4ed22e42554a362ba64f663656a0e,JAY ECO GREEN FUEL PRIVATE LIMITED,jay_eco_green_fuel_private_limited,,FALSE,"Survey No 196, Plot No 1 2 3 4, Modvadar, Anjar",Kutch,Gujarat,GJ,370110,India,IN,Kutch,Gujarat,jay_eco_green_fuel_private_limited.2ed4ed22e42554a362ba64f663656a0e,22.6708317,71.5723953,1,"Gujarat, India"
input10.json,d39955909f7796589974d92c572544b7,MAHADEV FURNITURE,mahadev_furniture,,FALSE,"Aman Complex, Mahadev Furniture, Lakda Bazar, Mandvi",Kutch,Gujarat,GJ,370465,India,IN,Kutch,Gujarat,mahadev_furniture.d39955909f7796589974d92c572544b7,21.7358973,72.1497955,1,"neary by prayosa restorant, Top-3 Rd, B.A.D.A. Vikash Path, Bhavnagar, Gujarat 364001, India"
input10.json,91259742a42f9d7b22e7bf619c9549a2,T.N SUPPLIERS,tn_suppliers,,FALSE,Ashapura Ring Road 125 Katira Complex,Kutch,Gujarat,GJ,370001,India,IN,Kutch,Gujarat,tn_suppliers.91259742a42f9d7b22e7bf619c9549a2,23.2556948,69.6684591,1,"Office no 125 first floor, katira complex soniwad, Aina Mahel Rd, Old Dhatia Falia, Bhuj, Gujarat 370001, India"
input10.json,95b88c552bb9d9019578fb67d5e54b25,ARBUDA MINERALS,arbuda_minerals,,FALSE,FATEHGADH KACHCHH,Kutch,Gujarat,GJ,370165,India,IN,Kutch,Gujarat,arbuda_minerals.95b88c552bb9d9019578fb67d5e54b25,22.6708317,71.5723953,1,"Gujarat, India"
input10.json,a054411950eb9c7b33f9b59b73e50591,K.M.RAMNANI AND COMPANY,kmramnani_and_company,,FALSE,ward 12/B,Kutch,Gujarat,GJ,370201,India,IN,Kutch,Gujarat,kmramnani_and_company.a054411950eb9c7b33f9b59b73e50591,22.6708317,71.5723953,1,"Gujarat, India"
input10.json,bf40c3ffc2be40b69663b991156e8a8d,RAJA PROVISION STORES,raja_provision_stores,,FALSE,"BAPAT BAZAR, SHOP NO 47/48, NAVA KUNDLA, GANDHIDHAM",Kutch,Gujarat,GJ,370201,India,IN,Kutch,Gujarat,raja_provision_stores.bf40c3ffc2be40b69663b991156e8a8d,22.4735813,70.0518329,1,"Saru Section Rd, near RAJ NAGAR, Rajnagar, Khodiyar Colony, Jamnagar, Gujarat 361008, India"
input10.json,483488e09143f51db084bd7a6ee228d0,BHAIRAV INDUSTRIES,bhairav_industries,,FALSE,NAVAV AS MADHAPAR KUTCHSITARA TALKIESSONIVADI,Kutch,Gujarat,GJ,370020,India,IN,Kutch,Gujarat,bhairav_industries.483488e09143f51db084bd7a6ee228d0,22.6708317,71.5723953,1,"Gujarat, India"
input10.json,686f6e10e06d186867cdbb710e55b3e0,KHANPARA MEHUL,khanpara_mehul,,FALSE,"Shop No 2, Shah Avenum\1, Ward12B, 12B, Gandhidham",Kutch,Gujarat,GJ,370201,India,IN,Kutch,Gujarat,khanpara_mehul.686f6e10e06d186867cdbb710e55b3e0,22.7477132,70.6410118,1,"Khanpar, Gujarat 363641, India"
input10.json,6c933a6c020fd493ebca13b1c342765e,MAA AMBIKAY CARBON INDUSTRIES,maa_ambikay_carbon_industries,,FALSE,"SURVEY NO 60, VAGAPADDHAR",Kutch,Gujarat,GJ,370511,India,IN,Kutch,Gujarat,maa_ambikay_carbon_industries.6c933a6c020fd493ebca13b1c342765e,22.6708317,71.5723953,1,"Gujarat, India"
input10.json,33ee7448fd0373886055c9cf61455c84,CRYSTAL ENTERPRISE,crystal_enterprise,,FALSE,"Plot No. 8, Prime Industrial Estate, Survey No. 401\1",Kutch,Gujarat,GJ,370001,India,IN,Kutch,Gujarat,crystal_enterprise.33ee7448fd0373886055c9cf61455c84,22.2654157,70.8011847,1,"2/12, Dhebar Rd S, Atika Industrial Area, Bhakti Nagar, Rajkot, Gujarat 360002, India"
input10.json,e721c16ba8f33b3d43c30dcefc196aeb,ROYAL TRADELINK,royal_tradelink,,FALSE,"Shop No. 39, Arbuda Nagar, Antarjal, 10\2, 10\3, Gandhidham",Kutch,Gujarat,GJ,370205,India,IN,Kutch,Gujarat,royal_tradelink.e721c16ba8f33b3d43c30dcefc196aeb,23.0944636,72.5326553,2,"32, Gota, Ahmedabad, Gujarat 382481, India; Shop no- 19,agrawall mall, Sarkhej - Gandhinagar Hwy, opp sola bhagavat, Chanakyapuri, Ahmedabad, Gujarat 380061, India"
input10.json,3779cdd92f2ea710cda4b96042eca60a,AQUA CHEMICALS AND SERVICE,aqua_chemicals_and_service,,FALSE,"Shop Number 2, Shah Avenue 1, 12B, Gandhidham",Kutch,Gujarat,GJ,370201,India,IN,Kutch,Gujarat,aqua_chemicals_and_service.3779cdd92f2ea710cda4b96042eca60a,22.9186913,70.8260275,1,"Ravi Plaza 3, Shop No. 18, 19, 20, Opp. Haripar Kerala Bus Stand,, Morbi, Juna Sadulka, Gujarat 363642, India"
input10.json,2c250320810a9447d31c72b2a6605483,EVERGREEN TIMBER CORPORATION,evergreen_timber_corporation,,FALSE,PLOT NO 6 SURVEY NO 27 & 28,Kutch,Gujarat,GJ,370110,India,IN,Kutch,Gujarat,evergreen_timber_corporation.2c250320810a9447d31c72b2a6605483,23.0950493,70.0648785,1,"33W7+2X6, Meghpar Borichi, Gujarat 370230, India"
input10.json,bbf0d9d267140580d3499d956f06decd,ASHAPURA WEIGH WEIGHT,ashapura_weigh_weight,,FALSE,"Katira Complex, 29, Ashapura Ring Road, Bhuj, Ground Floor, Soniwad Complex",Kutch,Gujarat,GJ,370001,India,IN,Kutch,Gujarat,ashapura_weigh_weight.bbf0d9d267140580d3499d956f06decd,23.2557802,69.6685726,1,"Old Dhatia Falia, Bhuj, Gujarat 370001, India"
input10.json,e6a85a4ed79feb332be52f185158a030,CHAMUNDA AUTO GARAGE,chamunda_auto_garage,,FALSE,"Shop No. 5, Om Complex, Padhar, R. S. No. 6",Kutch,Gujarat,GJ,370105,India,IN,Kutch,Gujarat,chamunda_auto_garage.e6a85a4ed79feb332be52f185158a030,22.6708317,71.5723953,1,"Gujarat, India"
input10.json,71285fbcf5137c5f306c4ecfade47796,RIYA DIESELS,riya_diesels,,FALSE,"Plot No 12, Survey No 55\1, Ambaji Shinay\1, Shinay, Adipur",Kutch,Gujarat,GJ,370205,India,IN,Kutch,Gujarat,riya_diesels.71285fbcf5137c5f306c4ecfade47796,22.6708317,71.5723953,1,"Gujarat, India"
input10.json,4ed03fb9bb6549936ecae5af40f11433,MAA MOGAL DIESEL,maa_mogal_diesel,,FALSE,"Shop 11, Plot \ 119, Ward \ 9\C, Gandhidham",Kutch,Gujarat,GJ,370201,India,IN,Kutch,Gujarat,maa_mogal_diesel.4ed03fb9bb6549936ecae5af40f11433,22.6708317,71.5723953,1,"Gujarat, India"
input10.json,36a6a24872e968a4598895c81477bd5d,RAO ENGINE SOLUTION,rao_engine_solution,,FALSE,"Plot No 6, Shop No 11, Sector 10 A, Near Amrut Oil Mill Gidc",Kutch,Gujarat,GJ,370201,India,IN,Kutch,Gujarat,rao_engine_solution.36a6a24872e968a4598895c81477bd5d,23.0564989,70.1347026,1,"SHOP NO - 11, PLOT NO - 6. SECTOR 10/A, near AMRUT OIL MILL, G.I, D.C, Sector-10B, Gandhidham, Gujarat 370201, India"
